Total Reward
6
11
7
16
5
8
8
4
5
9
6
6
5
6
12
10
6
8
5
10
15
18
4
6
7
10
9
8
8
13
6
8
10
6
12
11
3
9
8
9
8
5
17
12
2
11
10
7
9
7
4
18
5
10
10
1
11
8
9
18
8
9
10
15
8
12
7
5
6
11
5
10
8
18
10
18
5
7
7
18
5
23
7
4
13
7
6
12
4
10
12
6
10
9
6
9
2
7
8
6
11
10
10
6
7
10
8
11
5
6
7
9
5
7
10
10
7
10
13
18
13
15
3
7
10
6
4
3
7
6
6
14
25
21
5
12
8
5
11
8
21
9
15
5
9
24
10
4
5
6
11
16
10
5
16
5
4
5
9
18
3
7
7
11
12
4
11
10
8
11
5
7
7
9
11
6
7
9
4
3
19
13
3
7
6
9
10
8
6
10
4
6
12
8
3
5
9
5
15
4
13
20
6
9
8
8
10
6
6
8
8
16
5
10
7
4
5
14
9
10
8
6
4
7
8
24
12
4
6
4
13
13
4
13
9
8
7
7
7
6
9
12
6
12
9
11
9
13
10
6
2
12
11
3
12
6
6
13
13
13
3
5
5
10
16
15
12
4
9
12
9
7
8
9
8
18
14
8
6
14
6
16
5
5
14
13
12
9
11
3
9
5
8
7
22
5
11
8
8
5
11
13
16
16
20
3
6
5
7
8
20
17
4
5
13
9
3
11
12
12
7
4
12
8
13
10
14
13
8
9
9
19
5
4
18
7
16
8
11
12
8
10
14
22
14
10
13
7
9
7
8
11
17
6
13
11
5
9
7
7
9
19
7
4
7
12
9
12
5
8
4
8
14
7
20
18
12
3
7
11
6
21
12
9
8
8
8
17
4
8
13
17
9
8
8
7
8
12
8
4
16
11
4
15
10
13
7
5
4
21
12
24
13
19
16
12
8
2
13
7
5
18
10
6
9
13
13
11
7
11
13
7
13
10
7
8
10
7
23
13
18
11
5
3
13
5
15
18
7
9
11
9
8
15
13
7
21
14
1
5
10
14
21
6
6
6
12
23
6
6
11
3
26
4
19
20
4
11
7
15
9
15
11
20
9
11
4
16
13
11
11
10
25
7
5
6
9
3
8
3
6
8
13
6
6
11
4
5
12
3
6
17
7
6
18
10
5
6
17
10
10
7
11
10
22
15
15
6
6
7
23
6
6
10
9
4
16
7
11
18
6
7
3
18
18
23
7
10
7
10
18
9
14
13
13
7
9
6
12
9
6
11
7
14
12
16
14
4
8
7
7
4
12
6
15
10
14
16
16
10
20
3
20
2
17
7
13
4
11
21
21
10
8
8
10
12
10
6
11
6
8
6
13
11
10
14
11
20
7
22
13
14
3
7
15
13
16
22
4
15
12
8
15
18
5
11
14
4
15
12
17
21
10
13
12
5
7
7
8
10
16
19
9
9
9
10
16
20
6
11
21
8
9
3
11
9
10
7
7
19
16
11
9
9
5
8
10
9
8
2
27
29
10
4
14
14
19
6
7
11
16
7
28
8
13
10
12
14
28
7
1
10
11
15
13
9
19
13
19
8
10
12
6
15
15
10
10
10
6
11
13
13
10
21
6
12
18
17
11
9
20
6
10
12
10
7
15
7
16
18
11
14
21
13
9
10
11
14
17
6
11
9
18
18
12
12
20
9
12
15
8
17
11
11
25
16
9
11
10
17
14
15
8
11
12
11
20
9
12
5
14
9
17
16
12
18
9
9
8
15
19
17
17
8
10
13
9
9
20
8
16
9
12
18
8
8
16
13
10
9
9
16
18
10
6
9
19
25
10
16
16
11
8
9
20
11
17
18
11
12
13
8
8
13
16
8
15
11
14
16
5
6
13
10
10
11
24
10
27
20
13
15
16
12
21
15
18
10
19
13
17
12
13
12
12
4
10
21
16
25
12
12
14
11
18
11
8
12
17
18
10
12
12
14
17
9
7
15
18
12
16
11
32
13
29
17
14
16
16
14
20
18
11
20
16
9
9
8
19
17
10
12
13
12
12
12
11
9
16
12
7
14
17
20
12
11
9
16
13
16
11
15
11
16
10
12
11
13
18
10
12
12
15
19
9
14
15
12
18
14
15
16
22
12
18
17
19
16
16
12
10
14
11
18
12
20
10
15
15
25
9
17
29
12
19
12
18
18
14
19
18
22
12
14
15
21
12
14
11
12
12
21
12
13
12
11
19
10
21
10
12
16
32
20
11
22
21
11
23
18
10
15
12
15
15
18
12
24
18
16
16
14
16
15
7
12
19
14
12
6
15
7
19
17
11
14
11
16
27
13
10
14
10
13
9
11
10
15
15
10
17
14
17
12
11
17
12
23
14
21
18
23
15
10
16
18
11
15
21
13
11
42
15
19
20
21
28
19
15
25
24
21
12
17
15
13
13
20
22
34
8
18
18
17
17
16
13
15
17
21
17
24
12
31
19
10
14
21
17
10
27
27
12
18
15
26
19
16
19
13
16
22
10
8
13
22
21
14
16
10
14
16
12
15
12
24
25
16
14
17
27
14
15
8
15
16
15
16
21
16
19
7
16
14
12
25
24
10
17
23
16
21
16
16
28
15
20
21
22
15
19
18
32
28
20
19
6
22
16
9
18
13
20
10
21
13
11
18
15
26
11
10
13
20
19
16
20
19
25
25
25
15
15
25
8
20
15
25
6
19
24
29
16
15
17
14
11
15
23
19
16
18
12
14
9
18
17
16
16
21
14
15
18
21
19
21
28
12
9
28
12
15
17
8
18
19
21
23
11
6
14
12
14
20
13
15
10
24
26
19
15
26
28
22
11
19
16
30
20
20
17
20
15
16
17
17
12
15
19
22
21
14
20
15
19
23
15
19
17
23
16
16
26
17
19
22
19
13
19
12
28
10
12
22
12
16
19
9
11
22
23
19
21
10
19
24
12
11
29
17
18
15
12
20
15
16
27
14
20
18
18
22
23
24
16
15
21
19
19
14
17
16
9
15
14
16
19
15
22
16
14
16
12
17
21
16
19
17
16
12
32
9
17
15
16
12
29
15
16
9
8
12
11
14
20
14
14
9
16
16
18
14
25
12
24
10
15
16
12
15
15
13
14
33
11
9
30
17
21
16
16
11
22
16
16
16
15
21
16
11
19
14
16
9
18
11
23
15
16
41
12
16
19
27
25
12
18
21
13
22
15
8
16
19
24
24
17
16
16
17
28
14
10
18
23
10
12
11
22
23
18
19
28
16
4
12
8
19
13
21
13
9
18
18
15
26
16
22
20
17
26
16
19
23
28
33
6
18
13
17
32
27
9
10
14
18
19
21
13
29
17
19
25
16
11
12
18
23
21
12
6
15
17
25
14
15
18
16
15
22
24
19
13
6
14
17
11
19
20
18
18
24
12
12
19
18
13
17
22
15
17
12
17
11
27
25
16
11
21
12
14
19
18
29
15
8
15
22
20
12
18
15
22
11
21
15
20
12
15
16
25
14
26
10
24
15
26
16
15
15
19
29
23
21
12
14
20
26
28
28
18
15
18
15
9
27
16
12
9
11
11
30
19
27
23
16
29
23
17
23
13
14
22
24
23
17
21
18
21
19
27
22
17
17
27
21
15
16
30
17
25
10
19
15
17
20
23
14
10
23
16
8
25
16
22
22
15
16
31
16
24
18
15
12
13
11
17
21
19
23
23
21
25
25
26
17
30
12
14
19
20
13
17
9
25
24
11
21
15
25
18
21
24
16
15
20
23
23
20
32
15
21
26
11
16
17
11
22
27
17
24
21
10
27
10
14
12
19
14
15
19
20
12
26
23
12
11
27
15
13
20
12
22
20
17
22
16
11
15
9
15
17
23
15
14
22
21
24
12
17
16
19
19
15
19
22
23
18
20
21
18
21
29
22
18
16
22
15
20
19
29
21
15
19
33
19
17
20
23
21
11
23
25
11
23
28
28
22
22
21
22
24
26
22
26
25
20
35
26
23
16
22
27
18
19
12
13
15
16
16
16
27
22
16
22
21
15
23
13
24
16
11
19
14
20
18
20
19
20
20
28
17
16
23
24
15
24
15
22
23
20
27
25
21
20
18
33
16
24
22
15
15
20
15
12
25
24
12
18
30
24
20
29
15
12
17
22
12
17
16
17
21
16
15
17
16
16
12
12
16
22
21
15
20
11
16
12
16
17
14
17
18
17
19
19
24
15
19
12
23
12
17
14
20
23
26
9
19
17
23
31
14
15
12
9
13
16
16
16
24
24
19
26
16
30
15
22
33
15
25
12
24
35
24
26
34
23
21
21
15
21
24
21
18
22
15
15
13
24
16
25
19
30
28
29
17
26
19
20
20
21
20
19
19
33
22
13
15
24
25
24
20
20
20
32
11
24
18
18
27
20
24
22
23
26
28
16
20
10
17
21
16
23
26
30
12
15
24
13
26
22
31
17
19
13
27
22
6
12
9
12
27
18
20
21
18
23
18
8
31
23
12
22
20
22
22
22
25
20
23
16
28
14
28
19
19
25
21
18
24
16
21
21
16
15
30
22
11
11
18
18
25
17
22
17
21
29
15
25
30
26
18
20
22
18
18
34
12
22
25
20
13
23
19
21
29
29
22
15
33
19
30
16
21
21
24
14
25
29
19
15
12
20
17
19
20
24
24
20
27
23
28
26
14
18
16
23
12
31
24
22
21
21
31
18
25
19
21
23
22
24
20
21
26
22
18
31
24
33
16
16
14
19
18
14
19
16
18
12
20
15
16
24
18
19
26
19
26
23
22
18
30
22
23
21
19
24
27
14
22
19
21
20
23
14
20
18
28
20
24
21
16
11
26
27
20
17
11
24
22
18
17
20
14
11
14
17
18
21
31
21
30
27
27
25
43
16
19
18
22
19
20
13
23
22
26
23
23
18
19
23
44
16
23
18
25
16
20
28
25
35
26
14
21
24
26
19
16
14
21
20
21
30
22
27
26
13
20
21
20
19
24
31
17
16
16
23
33
32
19
25
23
18
24
26
21
17
34
25
9
28
28
15
33
24
26
19
24
26
30
25
25
22
16
17
16
22
29
17
16
16
21
13
22
26
24
25
25
13
15
28
22
17
18
16
33
26
21
21
23
33
23
25
29
23
16
16
20
16
25
14
15
23
26
23
22
21
11
23
16
15
35
28
32
17
28
11
16
21
17
24
12
23
11
26
19
31
23
29
17
30
13
20
19
23
26
24
21
28
20
16
12
22
12
16
23
20
15
33
16
15
23
31
25
22
27
25
23
26
30
25
14
17
22
21
16
28
31
31
23
13
28
19
20
21
20
15
22
21
16
20
16
17
23
14
18
21
23
21
17
17
20
16
26
19
44
22
31
22
26
30
13
26
20
21
17
22
20
26
12
44
22
22
22
18
29
21
23
22
25
22
15
18
21
26
19
27
24
25
21
22
21
16
24
16
23
34
19
20
27
22
23
29
24
22
22
14
22
19
33
23
27
26
35
14
14
25
28
31
16
21
29
24
22
20
20
33
20
20
25
24
23
15
19
25
25
23
29
24
20
18
27
33
28
24
27
15
21
20
25
17
25
24
15
25
21
28
22
24
26
14
24
25
15
30
18
35
24
27
22
29
12
20
20
22
22
29
26
21
25
24
22
26
27
19
16
15
18
24
26
19
25
23
17
30
24
17
27
32
16
19
23
16
26
8
31
20
6
22
17
28
21
8
22
23
8
32
17
29
21
24
24
42
19
26
20
29
17
27
22
29
15
27
26
19
29
9
19
18
34
30
20
32
19
22
28
31
17
16
11
27
24
28
27
26
23
19
33
32
27
20
34
18
28
16
16
20
16
23
16
25
19
24
24
28
23
14
40
21
23
19
20
26
12
28
12
19
17
27
27
32
27
16
16
25
33
22
26
32
28
28
24
20
27
27
33
23
26
27
13
23
21
26
27
24
14
21
21
29
32
26
13
27
19
26
15
19
15
34
30
21
24
15
14
19
27
19
24
24
25
31
22
22
27
17
21
16
28
32
22
21
15
22
17
22
19
25
23
13
19
26
20
28
31
18
7
20
17
21
18
24
22
23
16
22
30
31
22
22
33
17
24
22
25
17
30
23
22
30
18
30
22
23
28
25
24
29
26
29
19
14
19
30
21
17
17
30
18
26
25
26
16
22
18
29
17
19
33
18
14
18
29
25
19
29
27
13
25
15
15
26
26
19
25
24
23
16
21
18
17
20
17
29
30
32
25
26
30
26
19
25
29
18
22
24
27
22
12
17
26
18
13
25
25
34
23
27
18
30
18
15
26
16
28
22
23
26
17
15
25
11
24
30
24
22
22
30
29
18
28
30
26
21
30
29
26
20
20
30
30
20
25
19
29
33
7
17
29
17
21
18
29
30
23
24
20
24
15
18
27
23
17
17
24
19
8
23
22
6
25
24
17
9
23
23
26
25
16
16
22
18
20
26
16
24
26
31
14
27
23
32
26
31
34
26
19
21
19
29
22
20
20
29
27
17
18
21
28
22
26
27
24
29
28
31
15
24
32
16
29
35
18
29
19
18
8
23
30
17
25
28
20
30
34
20
21
20
51
22
32
20
41
31
21
29
25
14
28
24
15
18
23
35
28
26
20
20
26
22
20
17
25
19
20
28
9
36
25
15
35
32
21
19
34
27
26
33
31
22
27
26
19
13
30
14
30
27
21
29
7
21
30
24
23
25
29
33
33
32
15
36
34
18
12
27
14
20
32
14
13
19
30
23
23
21
13
13
20
33
24
34
21
15
29
25
20
27
14
25
22
33
14
21
16
35
35
28
17
24
28
13
27
17
20
21
22
22
15
30
33
23
31
25
24
29
21
26
35
29
23
29
16
13
28
19
33
20
18
22
24
31
30
15
27
28
27
13
14
28
26
17
24
23
28
16
28
19
21
25
30
19
28
23
23
24
26
25
22
20
34
19
27
20
25
29
29
30
27
18
24
30
24
32
27
14
23
22
34
36
25
17
19
35
32
18
21
19
24
24
25
17
25
18
28
25
30
20
19
13
16
19
27
32
27
31
24
24
25
26
21
24
31
23
19
27
15
25
24
26
20
16
32
29
31
27
29
19
25
18
14
28
25
34
24
29
18
27
20
15
19
26
34
27
23
23
19
15
24
20
24
25
31
25
24
19
18
31
23
18
24
25
22
21
28
35
20
31
22
20
15
25
24
24
24
22
21
22
27
27
33
24
15
26
24
18
21
28
33
14
26
23
26
17
24
24
33
24
18
33
33
22
24
34
24
25
26
15
26
21
31
34
21
11
26
33
21
20
21
32
24
24
33
33
32
21
19
26
26
13
24
28
15
33
22
27
12
23
21
22
34
23
18
23
24
26
14
31
30
19
27
33
35
9
23
21
15
21
12
20
20
29
30
22
16
23
23
23
31
14
27
23
22
31
33
19
27
18
31
29
33
27
15
27
30
21
33
23
33
36
33
24
31
27
16
20
18
28
12
23
12
27
29
40
38
27
23
25
24
36
31
16
26
32
19
29
32
35
22
32
23
26
34
26
31
43
34
22
6
28
32
25
23
21
20
26
24
34
26
33
20
27
17
33
32
33
20
12
20
23
24
23
23
27
22
31
26
16
33
30
23
29
17
22
29
34
30
27
31
15
26
34
22
26
32
32
31
12
28
15
7
30
29
17
19
29
26
16
32
22
34
33
15
23
26
23
28
14
16
12
30
33
16
23
23
32
31
17
20
18
32
31
19
23
16
30
30
34
27
29
34
21
22
28
13
19
17
26
29
16
33
20
22
33
33
25
17
28
20
35
24
22
15
16
14
28
20
28
19
28
16
32
24
21
20
28
17
13
32
33
9
20
13
15
29
18
30
17
23
9
6
13
15
26
30
27
15
20
25
15
20
