Total Reward
53.0
35.0
25.0
20.0
14.0
25.0
16.0
19.0
13.0
16.0
35.0
28.0
22.0
37.0
55.0
15.0
22.0
11.0
14.0
15.0
25.0
15.0
22.0
50.0
38.0
20.0
16.0
12.0
38.0
64.0
27.0
17.0
17.0
32.0
20.0
15.0
27.0
18.0
18.0
23.0
13.0
21.0
17.0
51.0
28.0
23.0
33.0
27.0
38.0
21.0
10.0
11.0
35.0
32.0
19.0
17.0
20.0
9.0
16.0
19.0
16.0
26.0
44.0
10.0
11.0
14.0
15.0
14.0
18.0
23.0
59.0
17.0
34.0
12.0
18.0
12.0
14.0
14.0
23.0
12.0
14.0
35.0
15.0
19.0
13.0
26.0
27.0
14.0
12.0
10.0
48.0
21.0
10.0
11.0
9.0
22.0
20.0
21.0
11.0
14.0
36.0
19.0
23.0
17.0
26.0
13.0
43.0
49.0
35.0
15.0
15.0
35.0
19.0
44.0
14.0
34.0
13.0
21.0
12.0
32.0
10.0
26.0
22.0
17.0
12.0
22.0
13.0
18.0
58.0
20.0
28.0
21.0
10.0
12.0
10.0
26.0
24.0
44.0
16.0
10.0
19.0
35.0
20.0
10.0
19.0
24.0
29.0
40.0
16.0
27.0
17.0
29.0
17.0
20.0
15.0
21.0
29.0
16.0
16.0
11.0
14.0
17.0
11.0
11.0
22.0
17.0
16.0
39.0
11.0
23.0
23.0
10.0
35.0
8.0
36.0
11.0
10.0
9.0
11.0
10.0
18.0
25.0
12.0
22.0
14.0
14.0
19.0
31.0
42.0
20.0
22.0
32.0
27.0
28.0
16.0
11.0
12.0
27.0
26.0
10.0
12.0
20.0
32.0
19.0
15.0
9.0
18.0
17.0
16.0
19.0
16.0
15.0
15.0
19.0
52.0
82.0
13.0
23.0
27.0
17.0
15.0
40.0
13.0
35.0
24.0
13.0
68.0
31.0
42.0
55.0
19.0
29.0
12.0
11.0
30.0
17.0
14.0
21.0
15.0
28.0
25.0
12.0
24.0
23.0
22.0
74.0
25.0
12.0
30.0
12.0
9.0
15.0
28.0
13.0
27.0
12.0
18.0
17.0
24.0
35.0
38.0
16.0
28.0
16.0
15.0
46.0
13.0
28.0
37.0
13.0
14.0
20.0
23.0
13.0
14.0
12.0
17.0
30.0
19.0
29.0
20.0
26.0
26.0
13.0
10.0
18.0
12.0
15.0
14.0
27.0
48.0
41.0
29.0
17.0
25.0
42.0
58.0
12.0
13.0
55.0
15.0
19.0
41.0
19.0
51.0
10.0
24.0
58.0
18.0
34.0
13.0
50.0
20.0
13.0
13.0
14.0
23.0
22.0
17.0
30.0
37.0
23.0
33.0
30.0
29.0
49.0
18.0
28.0
38.0
20.0
31.0
18.0
21.0
16.0
15.0
36.0
52.0
13.0
25.0
44.0
16.0
34.0
17.0
12.0
32.0
19.0
29.0
20.0
11.0
47.0
