Total Reward
-81.0
-87.0
-73.0
-88.0
-91.0
-85.0
-89.0
-90.0
-91.0
-90.0
-91.0
-92.0
-91.0
-88.0
-89.0
-92.0
-91.0
-91.0
-86.0
-90.0
-77.0
-40.0
-71.0
2.0
-68.0
4.0
37.0
-70.0
-37.0
-58.0
-47.0
-9.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
81.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
14.0
99.0
99.0
99.0
99.0
-44.0
99.0
99.0
99.0
-51.0
99.0
99.0
89.0
99.0
93.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
67.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
67.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
26.0
99.0
99.0
99.0
99.0
45.0
94.0
99.0
99.0
99.0
99.0
99.0
99.0
96.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
84.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
80.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
99.0
90.0
28.0
14.0
99.0
99.0
99.0
